provider_id,npi,specialty,state
PRV011032,1461738325,Orthopedics,IN
PRV011033,1757727886,Orthopedics,MD
PRV011034,1286968327,Orthopedics,OK
PRV011035,1373458314,Cardiology,UT
PRV011036,1930445583,Orthopedics,OK
PRV011037,1671085669,Orthopedics,WY
PRV011038,1594688077,Cardiology,MD
PRV011039,1891187523,OBGYN,GA
PRV011040,1740114361,Orthopedics,MO
PRV011041,1467666919,Emergency Medicine,NC
PRV011042,1173668968,Emergency Medicine,MD
PRV011043,1876638828,Orthopedics,LA
PRV011044,1816673712,Family Medicine,AZ
PRV011045,1748759025,Family Medicine,MS
PRV011046,1537269485,Pediatrics,MD
PRV011047,1692014702,Family Medicine,ME
PRV011048,1644689819,Internal Medicine,IA
PRV011049,1367841461,OBGYN,CA
PRV011050,1052750662,Dermatology,WI
PRV011051,1058889235,Radiology,FL
PRV011052,1484315329,Emergency Medicine,WA
PRV011053,1749262961,Pediatrics,LA
PRV011054,1894791538,Cardiology,WI
PRV011055,1969365147,Family Medicine,AL
PRV011056,1522794514,Psychiatry,NM
PRV011057,1951010418,Psychiatry,SC
PRV011058,1837642236,Internal Medicine,HI
PRV011059,1083097127,Emergency Medicine,ID
PRV011060,1306622574,Pediatrics,CO
PRV011061,1357355047,Internal Medicine,PA
PRV011062,1668663347,Radiology,IA
PRV011063,1699761267,Cardiology,MA
PRV011064,1433531336,Pediatrics,MT
PRV011065,1914722176,Pediatrics,NM
PRV011066,1516868295,Cardiology,OK
PRV011067,1301225051,Orthopedics,MN
PRV011068,1000505344,Psychiatry,DE
PRV011069,1187397434,Radiology,CT
PRV011070,1674843053,Internal Medicine,TX
PRV011071,1094147421,Family Medicine,OK
PRV011072,1949291248,Radiology,NY
PRV011073,1031026694,Radiology,NH
PRV011074,1634446157,Orthopedics,WV
PRV011075,1191798089,OBGYN,PA
PRV011076,1069910640,Orthopedics,MS
PRV011077,1603511042,Orthopedics,TN
PRV011078,1035334397,Radiology,UT
PRV011079,1003875868,Orthopedics,ND
PRV011080,1309288496,OBGYN,IN
PRV011081,1872804512,Radiology,VA
PRV011082,1441433940,OBGYN,MN
PRV011083,1730280107,Radiology,GA
PRV011084,1146756344,Family Medicine,NV
PRV011085,1729066591,Pediatrics,AZ
PRV011086,1902226041,Psychiatry,WY
PRV011087,1598778769,Emergency Medicine,MN
PRV011088,1965215528,Dermatology,OR
PRV011089,1308331663,Radiology,NV
PRV011090,1906922432,Psychiatry,UT
PRV011091,1605833909,Radiology,AL
PRV011092,1273609783,Emergency Medicine,NC
PRV011093,1471353782,Pediatrics,WA
PRV011094,1200726374,Psychiatry,GA
PRV011095,1831387973,Cardiology,WV
PRV011096,1779837348,Psychiatry,NM
PRV011097,1538895740,Psychiatry,PA
PRV011098,1384812426,Pediatrics,MA
PRV011099,1551294978,Family Medicine,AR
PRV011100,1131435130,Internal Medicine,MI
PRV011101,1132979556,OBGYN,WV
PRV011102,1994424603,Family Medicine,IA
PRV011103,1704894514,Orthopedics,MT
PRV011104,1418747041,Internal Medicine,ME
PRV011105,1283374428,Family Medicine,AR
PRV011106,1525624515,Radiology,AR
PRV011107,1110756532,Orthopedics,UT
PRV011108,1125766559,Pediatrics,MD
PRV011109,1533345797,Psychiatry,NH
PRV011110,1400056738,Orthopedics,OH
PRV011111,1231401897,Dermatology,MI
PRV011112,1578134212,Pediatrics,PA
PRV011113,1521862919,Radiology,AL
PRV011114,1809440836,Pediatrics,IA
PRV011115,1794611667,Psychiatry,MA
PRV011116,1028893221,Emergency Medicine,NY
PRV011117,1906344835,Orthopedics,HI
PRV011118,1126687473,Emergency Medicine,IA
PRV011119,1890270298,OBGYN,MD
PRV011120,1866708265,Emergency Medicine,MD
PRV011121,1378031669,Radiology,VA
PRV011122,1656888554,Radiology,WA
PRV011123,1401113041,Internal Medicine,VA
PRV011124,1974366520,Pediatrics,AL
PRV011125,1096905931,Radiology,KS
PRV011126,1806353586,Orthopedics,UT
PRV011127,1653554985,Orthopedics,MO
PRV011128,1658056207,OBGYN,MT
PRV011129,1202555322,Cardiology,MI
PRV011130,1973587904,OBGYN,VA
PRV011131,1831496121,Internal Medicine,FL
PRV011132,1442727194,Psychiatry,DE
PRV011133,1491473719,Cardiology,CA
PRV011134,1012384624,Dermatology,MA
PRV011135,1398277978,Family Medicine,AZ
PRV011136,1367123363,Internal Medicine,WA
PRV011137,1742147916,Internal Medicine,RI
PRV011138,1035016863,Cardiology,NV
PRV011139,1861034106,Pediatrics,OK
PRV011140,1350806277,Dermatology,AK
PRV011141,1290503908,Cardiology,HI
PRV011142,1067318378,Dermatology,AK
PRV011143,1936658811,OBGYN,WA
PRV011144,1362538758,Internal Medicine,NV
PRV011145,1274169137,Emergency Medicine,AZ
PRV011146,1432604702,Family Medicine,MO
PRV011147,1862653807,Orthopedics,AL
PRV011148,1988982901,Family Medicine,AR
PRV011149,1798034768,Orthopedics,WV
PRV011150,1035794254,Internal Medicine,MD
PRV011151,1672480324,Emergency Medicine,IA
PRV011152,1990206623,Pediatrics,WV
PRV011153,1712044656,Cardiology,MA
PRV011154,1086320343,Cardiology,IA
PRV011155,1360754082,Emergency Medicine,CO
PRV011156,1385582761,Orthopedics,NV
PRV011157,1943247671,Radiology,MO
PRV011158,1526911791,Internal Medicine,IL
PRV011159,1447079346,Emergency Medicine,ND
PRV011160,1840005790,Dermatology,MS
PRV011161,1430725975,Radiology,NC
PRV011162,1026659539,Family Medicine,MO
PRV011163,1656262198,Cardiology,MS
PRV011164,1560640461,Psychiatry,TX
PRV011165,1244098018,Internal Medicine,OH
PRV011166,1323851700,Radiology,NY
PRV011167,1051027831,Cardiology,ND
PRV011168,1300433026,Radiology,WI
PRV011169,1849142933,Cardiology,CO
PRV011170,1661527333,Radiology,CO
PRV011171,1532608764,Dermatology,HI
PRV011172,1409925040,Pediatrics,AZ
PRV011173,1505961076,Cardiology,CA
PRV011174,1775122278,Pediatrics,KS
PRV011175,1004753310,Cardiology,SD
PRV011176,1906797458,Pediatrics,LA
PRV011177,1641781656,Dermatology,WI
PRV011178,1478792648,Psychiatry,CA
PRV011179,1302742295,Internal Medicine,TX
PRV011180,1098059226,Psychiatry,VA
PRV011181,1572024933,Dermatology,AR
PRV011182,1525056507,OBGYN,IA
PRV011183,1099146063,Family Medicine,IA
PRV011184,1112400556,Family Medicine,OK
PRV011185,1579189688,Internal Medicine,MD
PRV011186,1555708722,Emergency Medicine,TX
PRV011187,1565502999,Psychiatry,UT
PRV011188,1573736864,Pediatrics,CO
PRV011189,1482189378,Internal Medicine,WI
PRV011190,1256543004,Dermatology,SD
PRV011191,1527794303,Cardiology,KY
PRV011192,1220600198,Family Medicine,AL
PRV011193,1380043477,Pediatrics,AZ
PRV011194,1160416996,Psychiatry,FL
PRV011195,1156336534,Radiology,MN
PRV011196,1808124997,Emergency Medicine,WI
PRV011197,1580148839,Internal Medicine,CT
PRV011198,1408249423,Radiology,OR
PRV011199,1909504612,Pediatrics,CO
PRV011200,1570021233,Dermatology,KS
PRV011201,1164702961,Internal Medicine,ID
PRV011202,1582216808,Pediatrics,ND
PRV011203,1508579998,Internal Medicine,MO
PRV011204,1255808445,Emergency Medicine,WA
PRV011205,1389345322,Pediatrics,TN
PRV011206,1929147174,Internal Medicine,ID
PRV011207,1849121250,Psychiatry,ND
PRV011208,1821540064,Pediatrics,ME
PRV011209,1342561538,OBGYN,WI
PRV011210,1076927737,Cardiology,UT
PRV011211,1739085250,Cardiology,CO
PRV011212,1884047024,OBGYN,ME
PRV011213,1194259873,Cardiology,FL
PRV011214,1584330699,OBGYN,WA
PRV011215,1184899349,Radiology,SC
PRV011216,1153607103,OBGYN,WY
PRV011217,1217898917,Family Medicine,MN
PRV011218,1242180158,Dermatology,DE
PRV011219,1198866034,Psychiatry,IL
PRV011220,1770150486,Cardiology,CO
PRV011221,1290494376,Emergency Medicine,MN
PRV011222,1912823203,Cardiology,AR
PRV011223,1900730640,Emergency Medicine,VT
PRV011224,1094348463,Pediatrics,RI
PRV011225,1186243447,Orthopedics,OR
PRV011226,1117678784,Psychiatry,AL
PRV011227,1594061827,Internal Medicine,TN
PRV011228,1472267110,Psychiatry,WI
PRV011229,1381650481,Family Medicine,VT
PRV011230,1212799354,Internal Medicine,NC
PRV011231,1036297841,Cardiology,NV
PRV011232,1563414750,Radiology,VA
PRV011233,1821757964,Cardiology,WA
PRV011234,1491372792,Radiology,SC
PRV011235,1340414137,Dermatology,FL
PRV011236,1618888221,Emergency Medicine,WI
PRV011237,1151638559,Dermatology,OH
PRV011238,1185599800,Psychiatry,CA
PRV011239,1000321055,Internal Medicine,NY
PRV011240,1575806802,Radiology,SD
PRV011241,1085786935,Radiology,IA
PRV011242,1968230456,Radiology,OH
PRV011243,1287156183,OBGYN,TN
PRV011244,1168698240,Emergency Medicine,AK
PRV011245,1517913900,Pediatrics,SD
PRV011246,1897218274,Emergency Medicine,AR
PRV011247,1599223847,Cardiology,SC
PRV011248,1837106516,OBGYN,WI
PRV011249,1835800601,Emergency Medicine,NJ
PRV011250,1102246307,Dermatology,TX
PRV011251,1798895277,Internal Medicine,WV
PRV011252,1471025907,Dermatology,AL
PRV011253,1516887587,Cardiology,VT
PRV011254,1931938707,OBGYN,CO
PRV011255,1491033457,Pediatrics,AL
PRV011256,1488062283,Family Medicine,PA
PRV011257,1128022095,Pediatrics,WY
PRV011258,1688996435,Family Medicine,AR
PRV011259,1067233083,Pediatrics,AL
PRV011260,1860243729,Pediatrics,OH
PRV011261,1358239185,OBGYN,NJ
PRV011262,1298625716,Dermatology,AR
PRV011263,1263058585,Orthopedics,MO
PRV011264,1021171127,Family Medicine,HI
PRV011265,1956126018,Psychiatry,NM
PRV011266,1867394161,OBGYN,RI
PRV011267,1733227642,Radiology,RI
PRV011268,1142055803,OBGYN,KY
PRV011269,1669551096,Psychiatry,NE
PRV011270,1202175121,Cardiology,MT
PRV011271,1239361250,OBGYN,DE
PRV011272,1577120390,Orthopedics,RI
PRV011273,1479435583,Orthopedics,IL
PRV011274,1841320160,Radiology,ID
PRV011275,1442356216,Orthopedics,CT
PRV011276,1388396669,Cardiology,KY
PRV011277,1079175580,Orthopedics,AK
PRV011278,1406835568,Psychiatry,WA
PRV011279,1432052465,Radiology,MT
PRV011280,1387689599,Pediatrics,LA
PRV011281,1446744171,Emergency Medicine,CT
PRV011282,1832472068,Family Medicine,TN
PRV011283,1900274784,Psychiatry,SC
PRV011284,1685926070,Pediatrics,WY
PRV011285,1674348416,Family Medicine,HI
PRV011286,1830218831,Pediatrics,AK
PRV011287,1679389917,Pediatrics,UT
PRV011288,1357601196,Emergency Medicine,NY
PRV011289,1510554215,OBGYN,MT
PRV011290,1751952848,Emergency Medicine,AK
PRV011291,1244995296,Pediatrics,UT
PRV011292,1953042074,Cardiology,MA
PRV011293,1759601668,Psychiatry,TN
PRV011294,1444751755,Dermatology,HI
PRV011295,1451577088,OBGYN,NH
PRV011296,1474959492,Pediatrics,AR
PRV011297,1410570138,Dermatology,MS
PRV011298,1162029323,Dermatology,ME
PRV011299,1376005371,Cardiology,MO
PRV011300,1583202611,Emergency Medicine,RI
PRV011301,1168643873,Cardiology,NJ
PRV011302,1825833188,Radiology,NY
PRV011303,1325368165,Pediatrics,OH
PRV011304,1954518995,OBGYN,AK
PRV011305,1176119411,OBGYN,OR
PRV011306,1401564294,Dermatology,HI
PRV011307,1782030554,Internal Medicine,IN
PRV011308,1434495468,Pediatrics,FL
PRV011309,1607692424,Cardiology,SC
PRV011310,1949343463,Emergency Medicine,RI
PRV011311,1097949967,Cardiology,CA
PRV011312,1324250957,Orthopedics,NC
PRV011313,1734234640,Orthopedics,IN
PRV011314,1839947681,Dermatology,NH
PRV011315,1580628117,Emergency Medicine,ID
PRV011316,1927358124,Orthopedics,ID
PRV011317,1289408104,Orthopedics,NE
PRV011318,1001831119,Cardiology,AZ
PRV011319,1227309589,OBGYN,AZ
PRV011320,1069412041,Family Medicine,LA
PRV011321,1961402722,Orthopedics,MT
PRV011322,1627851856,Emergency Medicine,FL
PRV011323,1078163910,Internal Medicine,MN
PRV011324,1557108465,OBGYN,RI
PRV011325,1512461182,Family Medicine,OK
PRV011326,1624290660,Family Medicine,RI
PRV011327,1465213204,Dermatology,VA
PRV011328,1673929259,Dermatology,MS
PRV011329,1262648567,Radiology,ID
PRV011330,1894158338,Radiology,UT
PRV011331,1784910900,Pediatrics,MI
PRV011332,1732683851,Internal Medicine,VA
PRV011333,1707539323,Radiology,NC
PRV011334,1024183836,Family Medicine,ND
PRV011335,1271931303,Pediatrics,UT
PRV011336,1622929813,Pediatrics,NE
PRV011337,1234586159,Pediatrics,FL
PRV011338,1018360572,Radiology,IA
PRV011339,1719786350,Dermatology,OH
PRV011340,1973704076,Cardiology,IA
PRV011341,1023097691,Dermatology,MS
PRV011342,1669559323,Emergency Medicine,HI
PRV011343,1620017600,Family Medicine,AK
PRV011344,1620589060,Family Medicine,CT
PRV011345,1609368893,Orthopedics,MA
PRV011346,1224971434,Cardiology,SD
PRV011347,1479556867,Radiology,NJ
PRV011348,1403949628,Dermatology,IA
PRV011349,1726972126,OBGYN,NH
PRV011350,1217863418,Psychiatry,KY
PRV011351,1742772240,Cardiology,NJ
PRV011352,1047915275,Cardiology,KY
PRV011353,1590846800,Orthopedics,OK
PRV011354,1017731653,Dermatology,KS
PRV011355,1459385172,Pediatrics,FL
PRV011356,1945082878,OBGYN,OR
PRV011357,1048547944,Internal Medicine,MA
PRV011358,1347311668,Cardiology,NJ
PRV011359,1271650105,Orthopedics,HI
PRV011360,1614110987,OBGYN,SD
PRV011361,1449503879,Pediatrics,CA
PRV011362,1174285314,Family Medicine,NY
PRV011363,1788557467,Orthopedics,AL
PRV011364,1234318321,Dermatology,AK
PRV011365,1955817147,Family Medicine,SD
PRV011366,1690223231,Emergency Medicine,MT
PRV011367,1751949691,Cardiology,ID
PRV011368,1896363191,Orthopedics,GA
PRV011369,1566183556,Cardiology,WA
PRV011370,1143683979,Pediatrics,TN
PRV011371,1173516174,Internal Medicine,NC
PRV011372,1903598944,Pediatrics,SC
PRV011373,1111681198,Family Medicine,MD
PRV011374,1067803225,Family Medicine,GA
PRV011375,1233418163,Internal Medicine,IN
PRV011376,1700744062,Emergency Medicine,NC
PRV011377,1756816464,OBGYN,VT
PRV011378,1066793223,OBGYN,NH
PRV011379,1987377742,Orthopedics,SD
PRV011380,1797870977,Family Medicine,MI
PRV011381,1223664243,OBGYN,WA
PRV011382,1150362811,Psychiatry,AR
PRV011383,1263775972,Pediatrics,NE
PRV011384,1665786601,Psychiatry,KY
PRV011385,1783666345,Radiology,HI
PRV011386,1674584748,Radiology,WY
PRV011387,1469814996,Orthopedics,ID
PRV011388,1747262688,Orthopedics,ND
PRV011389,1346993420,Psychiatry,GA
PRV011390,1253097136,Psychiatry,OH
PRV011391,1119356586,OBGYN,HI
PRV011392,1765552025,Internal Medicine,UT
PRV011393,1588794205,Family Medicine,WI
PRV011394,1492858040,Cardiology,CT
PRV011395,1055851557,Family Medicine,VA
PRV011396,1182588572,Family Medicine,OR
PRV011397,1285616995,Pediatrics,MO
PRV011398,1842718843,OBGYN,LA
PRV011399,1862093601,OBGYN,NH
PRV011400,1151363056,Family Medicine,MI
PRV011401,1534389437,Pediatrics,MA
PRV011402,1516233366,Family Medicine,OK
PRV011403,1138822984,Dermatology,MS
PRV011404,1740869691,OBGYN,ND
PRV011405,1136138990,Internal Medicine,WV
PRV011406,1956159300,Cardiology,AR
PRV011407,1263715289,OBGYN,SD
PRV011408,1062161626,Psychiatry,CA
PRV011409,1716969168,Dermatology,ND
PRV011410,1201542025,Emergency Medicine,MO
PRV011411,1364858901,OBGYN,PA
PRV011412,1278954321,Dermatology,PA
PRV011413,1451680609,Dermatology,MA
PRV011414,1821337486,Internal Medicine,MA
PRV011415,1346851901,Dermatology,CT
PRV011416,1078043763,Pediatrics,WA
PRV011417,1805965031,Radiology,AR
PRV011418,1734616829,OBGYN,NM
PRV011419,1485672018,Family Medicine,HI
PRV011420,1632073361,OBGYN,TN
PRV011421,1676902813,Psychiatry,WA
PRV011422,1106017187,OBGYN,MN
PRV011423,1007430414,Orthopedics,IL
PRV011424,1428681589,Cardiology,NE
PRV011425,1991417330,Psychiatry,AL
PRV011426,1535228064,Internal Medicine,NJ
PRV011427,1123050501,Emergency Medicine,AZ
PRV011428,1004227905,Pediatrics,NY
PRV011429,1952891070,Family Medicine,ME
PRV011430,1497298963,Orthopedics,CA
PRV011431,1717427296,Pediatrics,OK
PRV011432,1678471524,Emergency Medicine,AR
PRV011433,1914876559,Internal Medicine,WV
PRV011434,1886432650,OBGYN,SD
PRV011435,1194761036,OBGYN,LA
PRV011436,1895453825,Dermatology,CO
PRV011437,1822506626,Pediatrics,CT
PRV011438,1641448346,Dermatology,MA
PRV011439,1167017983,Cardiology,LA
PRV011440,1740248568,Pediatrics,WA
PRV011441,1031842746,Emergency Medicine,NH
PRV011442,1016858932,Pediatrics,IN
PRV011443,1524493796,Emergency Medicine,NC
PRV011444,1140310753,Family Medicine,CO
PRV011445,1928502412,Family Medicine,KS
PRV011446,1898356942,OBGYN,WV
PRV011447,1386836200,Internal Medicine,NV
PRV011448,1240498485,Dermatology,WY
PRV011449,1543784950,Psychiatry,CA
PRV011450,1825808653,Radiology,MI
PRV011451,1734510411,Emergency Medicine,SD
PRV011452,1089445154,Radiology,LA
PRV011453,1843678902,Cardiology,IN
PRV011454,1764803213,Cardiology,WA
PRV011455,1483326292,Cardiology,OR
PRV011456,1269240911,Internal Medicine,WA
PRV011457,1383161832,Radiology,NJ
PRV011458,1267111990,OBGYN,MA
PRV011459,1314142246,Pediatrics,NH
PRV011460,1508440499,Orthopedics,KS
PRV011461,1188011032,Emergency Medicine,IN
PRV011462,1984726944,Pediatrics,AK
PRV011463,1202852294,Dermatology,IA
PRV011464,1725761610,Cardiology,OK
PRV011465,1555628620,Cardiology,DE
PRV011466,1292831782,Radiology,SC
PRV011467,1280142730,Radiology,SC
PRV011468,1150947228,Radiology,VA
PRV011469,1268984269,Pediatrics,MT
PRV011470,1673211828,Pediatrics,OK
PRV011471,1946193970,Psychiatry,TN
PRV011472,1836798729,Cardiology,IN
PRV011473,1540447974,Pediatrics,AR
PRV011474,1240866095,Pediatrics,VT
PRV011475,1577514296,Pediatrics,KY
PRV011476,1207590092,Cardiology,KS
PRV011477,1363303868,OBGYN,CT
PRV011478,1457445537,Emergency Medicine,IA
PRV011479,1134689534,OBGYN,RI
PRV011480,1313450917,Psychiatry,WV
PRV011481,1162471521,Dermatology,IA
PRV011482,1267160982,Psychiatry,OR
PRV011483,1421074504,Dermatology,WY
PRV011484,1143037122,Cardiology,KY
PRV011485,1958948060,Radiology,AL
PRV011486,1041626225,Cardiology,AZ
PRV011487,1330119648,Emergency Medicine,NV
PRV011488,1667885037,Psychiatry,PA
PRV011489,1446462596,Cardiology,NH
PRV011490,1010519217,Psychiatry,OK
PRV011491,1092320923,Dermatology,AZ
PRV011492,1252852112,Dermatology,LA
PRV011493,1659571726,Family Medicine,DE
PRV011494,1755375449,Emergency Medicine,AZ
PRV011495,1844368239,Radiology,VA
PRV011496,1967619243,Pediatrics,CO
PRV011497,1935525231,Radiology,WV
PRV011498,1128122360,Internal Medicine,NE
PRV011499,1390250668,Internal Medicine,MS
PRV011500,1746585401,Orthopedics,IN
PRV011501,1832163890,Family Medicine,NJ
PRV011502,1233564739,Cardiology,GA
PRV011503,1139431429,Emergency Medicine,WY
PRV011504,1252818739,Radiology,KY
PRV011505,1150887290,Family Medicine,NH
PRV011506,1211451365,Radiology,KS
PRV011507,1550807649,Emergency Medicine,ND
PRV011508,1452061141,Psychiatry,NJ
PRV011509,1726271177,OBGYN,LA
PRV011510,1782754269,OBGYN,IL
PRV011511,1444523340,Orthopedics,AL
PRV011512,1987360306,Family Medicine,AK
PRV011513,1365067488,Psychiatry,CO
PRV011514,1924255370,OBGYN,MT
PRV011515,1547416016,Family Medicine,ME
PRV011516,1660800132,Radiology,RI
PRV011517,1420087492,Psychiatry,NC
PRV011518,1152630644,Internal Medicine,CO
PRV011519,1473385999,Pediatrics,UT
PRV011520,1739468294,Emergency Medicine,CT
PRV011521,1341360155,Dermatology,ND
PRV011522,1326586139,Orthopedics,ME
PRV011523,1370871156,Cardiology,NE
PRV011524,1422265910,Cardiology,AK
PRV011525,1695938203,Internal Medicine,SD
PRV011526,1073428122,Radiology,IL
PRV011527,1847840815,Family Medicine,OH
PRV011528,1165302288,Orthopedics,KY
PRV011529,1399971863,Internal Medicine,UT
PRV011530,1252781568,Cardiology,KS
PRV011531,1123069614,Internal Medicine,MN
PRV011532,1000618905,Family Medicine,CT
PRV011533,1541957134,Internal Medicine,OH
PRV011534,1937299246,Family Medicine,WY
PRV011535,1702428145,Emergency Medicine,SC
PRV011536,1118608582,Family Medicine,WY
PRV011537,1855295341,Dermatology,AL
PRV011538,1165682901,Orthopedics,NJ
PRV011539,1566971480,Emergency Medicine,WY
PRV011540,1931318612,Cardiology,MD
PRV011541,1205885290,OBGYN,NE
PRV011542,1698477020,Emergency Medicine,HI
PRV011543,1456427618,Internal Medicine,CT
PRV011544,1931310544,Psychiatry,UT
PRV011545,1083862248,Family Medicine,IN
PRV011546,1958164794,OBGYN,NY
PRV011547,1650694243,Family Medicine,AR
PRV011548,1685945860,Pediatrics,WY
PRV011549,1104839600,Psychiatry,NM
PRV011550,1906016092,Dermatology,ME
PRV011551,1837259612,Psychiatry,OR
PRV011552,1560443986,Pediatrics,VA
PRV011553,1266311195,Family Medicine,KS
PRV011554,1042667536,Internal Medicine,NY
PRV011555,1984834104,Pediatrics,MI
PRV011556,1192714301,Psychiatry,MS
PRV011557,1278588517,Cardiology,NC
PRV011558,1285495985,Internal Medicine,NV
PRV011559,1384884245,Dermatology,NM
PRV011560,1602858990,Orthopedics,RI
PRV011561,1194681202,Family Medicine,MA
PRV011562,1768579653,Psychiatry,IN
PRV011563,1128091063,Cardiology,VA
PRV011564,1522263605,Family Medicine,MD
PRV011565,1154624669,Pediatrics,MI
PRV011566,1472932981,OBGYN,OH
PRV011567,1074041742,Emergency Medicine,AZ
PRV011568,1179676291,Internal Medicine,HI
PRV011569,1699869733,Internal Medicine,VT
PRV011570,1856030332,Radiology,WA
PRV011571,1140347696,Family Medicine,UT
PRV011572,1090647209,Radiology,PA
PRV011573,1412624675,Dermatology,MI
PRV011574,1237397770,Cardiology,KY
PRV011575,1473296073,Emergency Medicine,MT
PRV011576,1116399228,Psychiatry,MI
PRV011577,1224509939,Internal Medicine,NM
PRV011578,1199609823,Orthopedics,MS
PRV011579,1938077163,Internal Medicine,LA
PRV011580,1443852951,Emergency Medicine,VT
PRV011581,1245176160,OBGYN,OR
PRV011582,1152759650,Family Medicine,UT
PRV011583,1251346042,Psychiatry,HI
PRV011584,1590286003,Orthopedics,MT
PRV011585,1562672918,Internal Medicine,LA
PRV011586,1040520130,Cardiology,WA
PRV011587,1985388007,OBGYN,CA
PRV011588,1662559721,Radiology,IL
PRV011589,1879703339,OBGYN,NV
PRV011590,1250349869,Family Medicine,AZ
PRV011591,1202087654,OBGYN,ME
PRV011592,1703275639,Dermatology,MO
PRV011593,1624778893,Dermatology,MO
PRV011594,1150477502,Dermatology,NC
PRV011595,1238224656,Cardiology,OK
PRV011596,1436662453,Dermatology,TX
PRV011597,1589678678,Family Medicine,IN
PRV011598,1138443951,Dermatology,MS
PRV011599,1522679603,Cardiology,MA
PRV011600,1329279603,Dermatology,MN
PRV011601,1777465160,Pediatrics,NM
PRV011602,1113194293,Internal Medicine,TX
PRV011603,1711330278,Orthopedics,AL
PRV011604,1217979765,Dermatology,RI
PRV011605,1096841160,Emergency Medicine,WA
PRV011606,1323847293,Orthopedics,RI
PRV011607,1116510965,Internal Medicine,MI
PRV011608,1550128290,Psychiatry,WV
PRV011609,1040282550,OBGYN,NM
PRV011610,1315552364,Internal Medicine,CA
PRV011611,1460320294,Internal Medicine,TX
PRV011612,1212465959,Cardiology,MN
PRV011613,1412415433,Family Medicine,IL
PRV011614,1078735890,Dermatology,CT
PRV011615,1908741596,Orthopedics,NE
PRV011616,1433626954,Family Medicine,HI
PRV011617,1191067029,Internal Medicine,IA
PRV011618,1946850591,Cardiology,AK
PRV011619,1369522030,Radiology,MD
PRV011620,1691833582,Radiology,MA
PRV011621,1711251646,Orthopedics,IL
PRV011622,1266406802,OBGYN,MA
PRV011623,1989016759,Psychiatry,SC
PRV011624,1396257441,Emergency Medicine,ID
PRV011625,1496993303,OBGYN,ID
PRV011626,1082095717,Family Medicine,WA
PRV011627,1920581257,Pediatrics,WI
PRV011628,1980828419,Internal Medicine,VT
PRV011629,1796964073,Cardiology,SD
PRV011630,1381179800,Internal Medicine,WI
PRV011631,1579064069,Radiology,MO
PRV011632,1420881179,Orthopedics,WY
PRV011633,1390997689,Pediatrics,AR
PRV011634,1876462493,Cardiology,UT
PRV011635,1980009700,Radiology,WV
PRV011636,1148487602,Orthopedics,ID
PRV011637,1034620659,Radiology,MD
PRV011638,1833697962,Pediatrics,GA
PRV011639,1000982887,Dermatology,MO
PRV011640,1822138768,Cardiology,NV
PRV011641,1320890257,Orthopedics,NJ
PRV011642,1347065976,Dermatology,SC
PRV011643,1152182502,OBGYN,NY
PRV011644,1559570415,Radiology,FL
PRV011645,1760169135,Orthopedics,MD
PRV011646,1356197545,Emergency Medicine,VA
PRV011647,1498469364,Emergency Medicine,SC
PRV011648,1993614647,Cardiology,CT
PRV011649,1566804075,Dermatology,TX
PRV011650,1650631300,Emergency Medicine,ND
PRV011651,1728626834,Internal Medicine,ID
PRV011652,1628982979,Family Medicine,VT
PRV011653,1034314806,Family Medicine,NE
PRV011654,1749400988,Dermatology,MA
PRV011655,1538765351,Family Medicine,HI
PRV011656,1597638183,Internal Medicine,SD
PRV011657,1683956511,OBGYN,IN
PRV011658,1856485540,Emergency Medicine,MN
PRV011659,1120999125,Family Medicine,OH
PRV011660,1772947725,Orthopedics,GA
PRV011661,1153261638,Dermatology,MN
PRV011662,1881361776,Pediatrics,IA
PRV011663,1830198170,Pediatrics,WA
PRV011664,1313805672,Family Medicine,SD
PRV011665,1695140062,Cardiology,NC
PRV011666,1233692968,Internal Medicine,LA
PRV011667,1517402258,Emergency Medicine,MD
PRV011668,1978258600,Orthopedics,MT
PRV011669,1534455414,Internal Medicine,TX
PRV011670,1083846145,Internal Medicine,NM
PRV011671,1907715124,Radiology,AR
PRV011672,1198629215,Internal Medicine,WV
PRV011673,1912234023,Dermatology,AR
PRV011674,1430232605,Family Medicine,SC
PRV011675,1014252045,OBGYN,OK
PRV011676,1664048517,OBGYN,NJ
PRV011677,1307586589,Pediatrics,RI
PRV011678,1363120102,OBGYN,MD
PRV011679,1101609760,OBGYN,MN
PRV011680,1285012687,OBGYN,WI
PRV011681,1967225694,Dermatology,NV
PRV011682,1084029906,Radiology,MD
PRV011683,1524167203,Internal Medicine,AR
PRV011684,1413858042,Internal Medicine,FL
PRV011685,1384963792,Pediatrics,MA
PRV011686,1672578669,Internal Medicine,NH
PRV011687,1597060354,Cardiology,ME
PRV011688,1054116775,Cardiology,IN
PRV011689,1649539566,Cardiology,WI
PRV011690,1640990766,Internal Medicine,KY
PRV011691,1982977312,Pediatrics,OR
PRV011692,1130505320,Radiology,NJ
PRV011693,1870173778,Orthopedics,FL
PRV011694,1295247747,Cardiology,MA
PRV011695,1170233106,OBGYN,WI
PRV011696,1363832257,Family Medicine,RI
PRV011697,1346937041,Psychiatry,MS
PRV011698,1436761457,Internal Medicine,ND
PRV011699,1957246820,Psychiatry,TX
PRV011700,1029187152,OBGYN,MA
PRV011701,1459111260,Dermatology,CA
PRV011702,1177098199,OBGYN,KY
PRV011703,1285816247,Radiology,WA
